Path,Class,PropertyName,PropertyType,RealValue,OtherValue,TimeSeriesId,UOM,Description,PropertyOther,LastChange,Version,SourceSystem
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 6""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""84acf3d5-8f56-4e41-bb44-894647ff747b"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 6""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""1913cd94-66c1-4415-bb53-112cc1b69c57"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 6""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""7967056f-b165-4c2c-b601-ad525a40497f"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 7""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""3cd27341-06b4-450a-9ae7-e2aa2f44dbd9"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 7""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""7731b6b6-dc14-4d92-bb06-9b34396742c9"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 7""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""fb58ef99-257c-432c-9616-193a0c51efa9"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 7""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""80b2ceff-4eb7-4054-95a3-0826dc388d8d"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 8""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""84ff814d-a25a-4abc-af77-4916482786df"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 8""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""b6be521b-0b40-40ac-8ad3-6e3d8414b29b"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 8""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""81307c93-a40f-4ca1-b65d-8d79ee0879a9"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 8""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""73c3e715-c239-417f-8f20-468a9f763071"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 9""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""c5b14682-d5f9-426e-a0b7-559888ecd8dc"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 9""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""25501a28-9c77-4aaf-b25c-71da30a3b8ed"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 9""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""b92b4f8f-9ea1-4777-9ae9-027a4bb89b01"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 9""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""6d2893fa-8adb-4399-bb4e-768c10af4818"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 10""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""71199832-aff5-4044-a3cf-1bf922f07f37"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 10""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""7f45b0fb-e739-424a-a7f3-f301a9e1361c"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 10""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""2b5d54a8-9c2a-43a1-9a9a-026caa9620a8"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 10""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""1d86f623-45f3-470f-89d3-eb32b2a6520d"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 11""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""70c3eb1a-bab0-4aae-9a64-835478946640"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 11""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""afe14fcc-8a8a-4801-97b6-1b37b156b5c0"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 11""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""dd733a0c-8ef9-4806-97a3-2e8cdf75182e"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 11""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""9a6dcc10-050f-457a-ab92-c78538238f43"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 2""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""2de15e43-bfcf-48c8-bb2e-2fbe3f7a516e"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 2""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""82cd1298-dc85-4a1b-9e6f-b20b214e8261"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 2""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""3cdfde06-9e94-4eba-aae5-40a217bde784"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 2""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""fec33dab-6c74-4012-a39a-259b2b2925aa"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 3""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""c9a16418-16f8-482c-ae81-6da4f762ef5b"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 3""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""322df188-9577-42d5-9fc5-30132c040790"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 3""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""61acbd7d-3d12-443e-940e-095aa62aaa07"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 3""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""ccb2c5b7-f6ed-4ae4-8617-26ef37b773a6"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 4""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""19c76cd2-cd39-40aa-9aa2-f7ba9eb24cda"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 4""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""2eddaf85-ad1d-4c91-a2b4-1f91581b59d1"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 4""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""74296190-b19b-45a5-8a7c-3641e84fa85a"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 4""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""7cb0a2c8-bf36-4ff9-a2e0-3b6d7560a993"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 1""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""7e9950df-9ffd-4b0c-a463-a170f2224ca2"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 1""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""bd4ce1ac-1355-469e-adb6-9c84d22a87eb"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 1""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""29a80cc1-a192-4de7-a495-2dd865ceb7f7"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Treatment"",""Secondary Clarifier 1""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""cf0c6d5a-4417-4401-804a-23f355ee0a44"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 3""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""3ec76e8b-f9e1-4fe0-94fb-f149cebe4468"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 3""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""1109ed62-071f-4ee5-bea6-d30534fd0112"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 3""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""7b800af2-baa3-4dd3-b531-fb9d1dadcd71"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 3""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""6a8bdc64-2743-4c22-b999-90bf2a241e97"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 11""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""4db9bd77-b268-473c-a517-8c26f645ebcc"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 11""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""afe85781-90c9-4bdd-a528-b3d7bac1e252"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 11""]",,Solids Concentration,specification,0,,,%,,"{""DisplayDigits"":-5,""DisplayUOM"":""%"",""ID"":""d142fae2-001a-49e0-b7e8-72f4c0cebc64"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""%"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 11""]",,Feed Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""4103a8bc-6aa8-429e-b5ff-8255511c093f"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 2""]",,Solids Level,specification,0,,,m,,"{""DisplayDigits"":-5,""DisplayUOM"":""m"",""ID"":""2c78fd4b-ce27-4572-a2da-03634fc719dc"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""SourceUOM"":""m"",""Type"":""Double""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
"[""FusionDev"",""Companies Consolidated"",""Water"",""Mann WWTP"",""Secondary"",""Secondary Clarification"",""Secondary Clarifier 2""]",,Solids Flow,specificationString,,,,,,"{""DisplayDigits"":-5,""ID"":""e1b50927-237b-4ca4-bad6-5bbda0cf3768"",""IsDataReferenceDefinedByTemplate"":false,""IsDeleted"":false,""IsManualDataEntry"":false,""Step"":true,""SupportedContexts"":4,""SupportedDataMethods"":118502135,""Type"":""String""}",,cb6e19bd-3fc5-46e0-95ad-26666f4bfcd7,fusion-rockwell
